#																																																
#OTU ID	P11_GT85_I_D	P11_GT85_II_D	P11_GT85_III_D	P11_GT85_IV_D	P11_GT85_V_D	P11_GT85_VI_D	P17_BH58_I_D	P17_BH58_II_D	P17_BH58_III_D	P17_BH58_IV_D	P17_BH58_V_D	P17_BH58_VI_D	P18_SJ75_I_D	P18_SJ75_II_D	P18_SJ75_III_D	P18_SJ75_IV_D	P18_SJ75_V_D	P2_ZM87_I_D	P2_ZM87_II_D	P2_ZM87_III_D	P2_ZM87_IV_D	P2_ZM87_V_D	P2_ZM87_VI_D	P30_KM73_I_D	P30_KM73_II_D	P30_KM73_III_D	P30_KM73_IV_D	P30_KM73_V_D	P30_KM73_VI_D	P36_KJ78_I_D	P36_KJ78_III_D	P36_KJ78_IV_D	P36_KJ78_V_D	P36_KJ78_VI_D	P37_SJ55_I_D	P37_SJ55_II_D	P37_SJ55_III_D	P37_SJ55_IV_D	P37_SJ55_V_D	P37_SJ55_VI_D	P43_BR63_I_D	P43_BR63_II_D	P43_BR63_III_D	P8_LV78_I_D	P8_LV78_II_D	P8_LV78_III_D	P8_LV78_IV_D	P8_LV78_V_D
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_salivarius	0	0.003615128	0	0	0	0	0.002708096	0.001699992	0.006952169	0	0	0.001774926	0	0	0.000647249	0	0	0	0	0	0	0.000528095	0	0	0	0.002890521	0	0.001401581	0	0	0.002121041	0	0	0	0	0	0	0.002833104	0.003066761	0.003558143	0.00088052	0	0.002870813	0.023426061	0.003880266	0.020245497	0	0.007791143
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__uncultured_bacterium	0	0	0.001759437	0.009032258	0.016260163	0	0.003990878	0.0020238	0.007091212	0	0.013215197	0	0	0	0.00211827	0	0	0.000670122	0	0	0	0	0.002071878	0.003220612	0.001788491	0.017945321	0	0.001962213	0	0	0	0	0.004705882	0.001322957	0	0.006891042	0	0	0.003145396	0.003072942	0.001557843	0	0.006220096	0.019033675	0.013303769	0.04320102	0.000937647	0.041142701
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;__	0.0646098	0.094271413	0.144433781	0.049575552	0.227642276	0.25336091	0.174743444	0.172913462	0.074388209	0.056722689	0.089202583	0.123493873	0.060023539	0.277237354	0.074257134	0.068147104	0.053652322	0.03270193	0.126815323	0.029090081	0.099075167	0.098067174	0.062315722	0.373883765	0.356531882	0.067927255	0.054353656	0.065986433	0.161029879	0.039514652	0.028280543	0.079240397	0.079663866	0.108015564	0.026974849	0.048936383	0.175563713	0.009958791	0.052999921	0.039786511	0.122730967	0.371235722	0.048644338	0.161054173	0.593957871	0.264626176	0.127168308	0.050027337
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_auricularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026865075	0	0	0.001494063	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_epidermidis	0.034845735	0.054226919	0.064619322	0.027028862	0.111700247	0.124439848	0.086659065	0.084999595	0.035038932	0.045618247	0.049556991	0.097177185	0.041977246	0.148415787	0.033421595	0.022794031	0.030436014	0.012062187	0.03133219	0.008658666	0.024990161	0.025031686	0.018328154	0.148148148	0.188024883	0.04275563	0.032183086	0.035151651	0.063127781	0.024954212	0.013291855	0.037721191	0.019495798	0.0492607	0.013031587	0.021671827	0.095857368	0.003777473	0.018321931	0	0.040774858	0.157840083	0.01307815	0	0.104490022	0.057229396	0.066104079	0.014488792
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_haemolyticus	0	0	0	0	0	0	0	0	0.019466073	0	0	0.050414718	0	0	0.043012651	0	0.041761042	0	0	0	0	0	0	0	0.020995334	0	0	0	0	0.002747253	0.009473982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_hominis	0	0	0.438259757	0.054736842	0.040650407	0.033781455	0.069270239	0.080547235	0.092185762	0.256702681	0.061420634	0.248660272	0	0.018343524	0.10279494	0.266713665	0.104473386	0.002769836	0	0	0.260920897	0.18404098	0.212606582	0.050065876	0.0155521	0.075876189	0.05247631	0.021416157	0.032294978	0.220833333	0.029977376	0	0	0	0.256448759	0.030360531	0	0.144660027	0.006133522	0.008571891	0.140883229	0.172897196	0.052950558	0.087847731	0.025776053	0.014506616	0.330285982	0.059732094
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_lugdunensis	0	0	0	0.007945671	0	0.009996553	0	0	0	0	0	0	0	0	0.002000588	0	0.003539071	0	0	0	0	0.001478665	0	0.01215049	0.014541213	0	0	0.005382071	0.019898284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026957337	0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_sp.	0	0	0	0.002648557	0	0	0	0.003319032	0.006674082	0	0.084697402	0	0	0	0.001706384	0	0	0	0	0	0	0	0	0	0	0.008671564	0	0	0	0	0	0	0	0	0	0	0	0	0.001965872	0.004852014	0	0	0	0	0	0.011637175	0	0.016539092
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__uncultured_bacterium	0	0	0	0.001086587	0	0	0.005701254	0.015461831	0.017936596	0.011104442	0.001051209	0.03672731	0.011769321	0.046692607	0.006295969	0	0.017412231	0.033238027	0.017610063	0.004329333	0.046930342	0.032160963	0.008845326	0.050358659	0.005365474	0	0	0.004204743	0.009027336	0.214468864	0.023048643	0.01044454	0.155294118	0.007081712	0.087306269	0.039348846	0.01363398	0.110834478	0.065031061	0.087821446	0.008263343	0.055555556	0	0	0	0	0.177684013	0.029387644
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__uncultured_bacterium	0	0	0	0.034159593	0	0	0	0	0	0	0	0	0	0	0	0.016214311	0	0	0	0	0	0	0	0	0	0.001324822	0	0	0	0	0	0	0	0	0	0	0	0.007898352	0.002752221	0.005013747	0	0	0.002711324	0	0	0	0	0.001093494
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025966396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007640797	0	0.002749474	0	0	0.001435407	0	0	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus]_gnavus_group;s__uncultured_bacterium	0	0	0	0.037826825	0.000706964	0	0	0	0.006674082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001435407	0	0	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009047115	0	0	0	0	0	0	0	0	0	0.00228833	0	0	0	0	0	0	0	0	0	0.000299611	0	0.011933379	0.000943619	0.002426007	0	0	0.000797448	0	0	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011162026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002146291	0.001179523	0.002264273	0	0	0.000637959	0	0	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010927036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000393174	0.001617338	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Anaerococcus;s__uncultured_bacterium	0.001572898	0	0	0.005840407	0.010074231	0.01620131	0.185433295	0.185541974	0.018631813	0.115946379	0.018771587	0.047991262	0.407453903	0.023763202	0.19017358	0.020561626	0.064835787	0.007952109	0.001143511	0	0.001475797	0.00195395	0.009004702	0.003513395	0.036314152	0.017222691	0.032808868	0.033021248	0.100317864	0.011813187	0.009049774	0	0	0	0.009116748	0.024967542	0.026743576	0.012791896	0.017221043	0.041403849	0.204958006	0.106957425	0.247049442	0	0.01191796	0.0023912	0.003164557	0.011481684
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Finegoldia;s__uncultured_bacterium	0.000362976	0	0	0.004821732	0.010427713	0.003791796	0.000855188	0.001457136	0.012513904	0.016806723	0.003453972	0.013653275	0.008003138	0.003474152	0.052956752	0.016096816	0.022366931	0.000312723	0.000457404	0	0	0.00100338	0.030121922	0.000878349	0.004199067	0.01047814	0.006883605	0.002018277	0.002097902	0.016163004	0.006645928	0.001208459	0.002352941	0.000856031	0.007025259	0.01178468	0.00031463	0.038289835	0.009121648	0.058224163	0.001964237	0.004672897	0.043221691	0.011713031	0.005820399	0.003666507	0.001172058	0.005194095
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Peptoniphilus;s__uncultured_bacterium	0	0	0	0.004482173	0.00194415	0.00275767	0.002423033	0.004371408	0.005561735	0.011404562	0.003303799	0.008806362	0.138171832	0.005558644	0.010355987	0.00446481	0.006653454	0.00665654	0	0	0.004033845	0.001742712	0.001035939	0	0.001321928	0.007708057	0.003397104	0.001289455	0.000635728	0.005173993	0.002121041	0	0	0	0.001126187	0.005293119	0	0.005580357	0.004089015	0.042859453	0.00291249	0.034267913	0.027272727	0	0.00304878	0.002550614	0.000703235	0.002460361
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Dialister;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00051511	0.001179523	0.015041242	0	0	0	0	0	0.000637653	0	0.001776927
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonella;__	0	0	0	0.016095076	0	0	0	0	0	0	0	0.000170666	0	0	0	0.001762425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonella;s__uncultured_bacterium	0	0.010011123	0	0	0.003711559	0	0.004561003	0.000566664	0.006117909	0.003601441	0.002853281	0.00085333	0	0	0.000764931	0	0	0	0	0	0	0	0.001035939	0.000878349	0	0.003131398	0	0	0	0	0.000565611	0	0	0	0	0	0	0.00154533	0.006526697	0.002102539	0.001151449	0	0.002232855	0	0.011086475	0.013550136	0.000586029	0.00874795
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Endobacter;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015582285
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__1174-901-12;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012711864
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;__	0	0	0	0	0	0	0	0	0	0	0	0.000887463	0	0.00069483	0	0	0	0	0	0.00022786	0	0	0	0.001756697	0	0.012525593	0	0	0	0	0	0	0	0	0	0	0	0	0.001336793	0	0.021132484	0.002076843	0.038118022	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013875598	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000585566	0	0	0	0	0	0	0.010180995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016897816	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Geminicoccaceae;g__Candidatus_Alysiosphaera;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0.012464334	0.000546131	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00373359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Alishewanella;__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010237264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__uncultured_bacterium	0	0	0	0.00237691	0	0	0	0	0.00125139	0.00110044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000898832	0	0	0	0	0	0	0	0	0.033259424	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__uncultured;s__uncultured_bacterium	0	0	0	0.001290323	0	0	0.002565564	0.023718935	0.001807564	0	0.009010362	0	0	0	0.000117682	0.00164493	0	0	0	0	0	0	0	0	0	0	0	0.000280316	0	0	0	0	0	0	0	0	0	0	0.000471809	0.001132137	0	0	0	0	0	0.003188267	0.000820441	0.003690541
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;__	0	0	0	0	0	0	0	0.002104752	0.031423804	0.016606643	0.007358462	0.001262928	0	0.000416898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__uncultured_bacterium	0	0.002502781	0	0.002648557	0.002474373	0	0	0	0.010984427	0	0.007358462	0	0	0	0	0	0	0	0	0	0	0	0.000956251	0	0	0.003372275	0	0	0	0	0.000424208	0	0	0	0.000321768	0	0	0	0.001179523	0	0.001083717	0	0	0	0.018569845	0	0	0.020503007
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__uncultured;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01047814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;__	0	0	0	0.007470289	0	0	0.000997719	0.000242856	0.021690768	0	0.004805526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.091171866	0.007419989	0	0	0	0	0	0	0	0	0.000499351	0	0	0	0	0.001219182	0	0.018341308	0.019033675	0	0.02279611	0	0.0370421
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_calcoaceticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000898832	0	0	0	0	0	0	0	0	0	0.005898294	0	0.010934937
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002413731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001754386	0	0	0.017694883	0.001289264	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Enhydrobacter;s__uncultured_bacterium	0.001088929	0.001946607	0.001599488	0.012835314	0.007423118	0	0	0.001376184	0.078559511	0.003501401	0.051509236	0.008533297	0	0.007226237	0.000529568	0.012571966	0.001557191	0	0.001600915	0	0	0.003643853	0.001115627	0.001317523	0	0.017704444	0.006257822	0.000897012	0.001335029	0.000549451	0.015837104	0	0	0.000389105	0.000858047	0	0	0	0.000864984	0.002749474	0.004131672	0	0.008931419	0.014641288	0.00748337	0.012274829	0.004688233	0.018862767
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001686138	0	0	0	0	0	0	0	0	0	0.01188455	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;__	0	0	0	0.007809847	0.005302227	0	0	0	0.005422692	0.006302521	0	0	0	0	0	0.002232405	0	0	0	0	0	0.000264047	0	0	0	0.047934482	0	0	0	0	0.002545249	0	0	0	0	0.006691301	0	0	0	0	0	0	0.001435407	0	0	0.004144747	0	0.010251504
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_sp.	0	0	0	0.018268251	0.037645811	0.004825922	0	0	0.026140156	0	0.019822796	0	0	0	0	0.016801786	0	0	0	0.000683579	0	0	0	0	0	0	0	0.001289455	0	0	0.00989819	0	0	0	0.000482651	0.006990912	0	0	0	0	0	0	0	0	0	0.029491471	0	0.027063969
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Photobacterium;__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034084066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
